x_aware,x_avail,x_price,x_age,x_tier,x_income,x_quality,y,comp_linear,comp_nonlinear,interaction_g1,interaction_g2,thresh_effect,regime_effect,noise_epsilon
0.5298874345893325,0.5934967518340428,0.5424259167783484,0.8205903748134799,1.0,0.7946848875427686,0.3138366358832697,0.535660508973816,0.6435108880375042,1.2846305620048073,0.3144864712664427,0.2715687321154902,1.0,0.0,-0.4176902728032052
0.6365284251350408,0.40837076341791656,0.32742816716173045,0.277899295496167,1.0,0.6075887372535811,0.5465338868368195,0.4143757336220836,0.5182121224949167,-0.3335654200041185,0.2599395989096008,0.2746586728295515,0.0,0.4281110895467316,-0.03834351964257419
0.7139355625962704,0.40363789203201095,0.47830980139480517,0.8961393564349973,0.25,0.7185462911867572,0.20159367228004121,0.3998038682543169,0.5423790995174019,-0.6067052887381241,0.2881714455330464,0.210573932058762,0.0,0.37245318544215983,0.03095345751070272
0.6155265122065128,0.28752040677831403,0.6432010349059872,0.29560363479802587,1.0,0.5010844184335584,0.5365714650538443,0.408911362909505,-0.5453317366382647,0.01247923295056666,0.17697643317245343,0.10258698358191203,0.0,0.21961922254321098,0.48226538508511396
0.7524130460989537,0.16147964253448627,0.6520760968248526,0.06337558221466111,0.25,0.12292157720612273,0.38088093779594073,0.20213925494481816,-1.0796830409593117,0.024308350428918223,0.12149938972234298,0.05618262751392602,0.0,0.2617824837986501,-0.49172179905639934
0.8160719933047701,0.6653434690238859,0.7738504276934836,0.7132453661504619,0.25,0.1485914966396561,0.6087068013317332,0.4713598758187051,0.7433600311315609,0.6374515600546624,0.542968170998633,0.15046714095668576,1.0,0.1845543322572001,-0.4812502831276159
0.6167236136880511,0.10595990115904605,0.3920964710464366,0.7651591986915949,0.5,0.39463058375818794,0.8872843774022113,0.43627992047834824,-0.36604905090199374,0.6914855013130143,0.06534797314883559,0.06441339784215487,0.0,0.37490846114996046,0.07413485359998451
0.4245530762619058,0.12450416025629793,0.6398570315287067,0.12709784283589365,0.5,0.5578397395583279,0.70730084362948,0.27860066862478083,-1.9359406212671537,0.9940345796859015,0.0528586242442166,0.04483929786172876,0.0,0.0,-0.0034430881980241964
0.7535293862330329,0.7324806177278663,0.14072091237908999,0.923876018703037,1.0,0.11739365355660725,0.6407599382024344,0.9279135817743304,2.567862125151133,1.7899647473264773,0.5519456703040719,0.6294052769012015,1.0,0.6474920434978648,0.4005804842657833
0.8780504629634325,0.3254044439179666,0.1876665659170524,0.48449257645171706,0.25,0.009210758316665846,0.9122558537916503,0.4502176932199475,1.0951070936078935,-0.5073365742052487,0.28572152263252887,0.2643369093937337,0.0,0.7132697478772071,-0.11346292091461287
0.4857386354300402,0.4675550492114878,0.30895446273609184,0.44942868761074706,0.5,0.42193863807287135,0.8746131973827155,0.24559761607442115,0.11346366524522115,-1.2099348797559053,0.2271095515924134,0.32310183018280564,0.0,0.0,-0.26229804512887
0.6169434032921133,0.25283084453275645,0.88472420768807,0.11485719944553452,1.0,0.40525880121701296,0.8305978617679625,0.2916319779267581,-1.269919355487078,0.09116669524960527,0.15598232168325796,0.02914527592440789,0.0,0.0711186396261169,0.19414251917849362
0.8867509206070526,0.7752480730627548,0.8210861763966055,0.17919994443969578,0.5,0.8042470301017527,0.4293350350623312,0.47173865318710506,0.9871886669016426,-0.0765415199626131,0.6874519424872414,0.13870259699282117,1.0,0.15865199778963787,-0.18062171002364558
0.5958616946539262,0.5829152449983205,0.32512643687344356,0.8855776631631782,1.0,0.05329654182162813,0.769167711321392,0.5961102107779064,1.238063451184846,0.9197032597214038,0.34733686572430783,0.39339408839280615,1.0,0.0,-0.21554302562419173
0.831567848889051,0.16855888214646417,0.7554201926618029,0.17462248589699492,1.0,0.4329706590612966,0.5737164839318842,0.2719086225561977,-0.499570447063805,-0.3823362669511807,0.14016814703767827,0.04122609892052407,0.0,0.20338470426992306,-0.18947726257352546
0.5155628068564605,0.5674463825540584,0.9586816087127812,0.4919201499944741,1.0,0.645880387323982,0.7823070948470542,0.575521099319985,-0.5831421231882931,1.7116225533217622,0.29255424973011523,0.023445971668885443,1.0,0.0,0.46821026530715126
0.41293719145810837,0.24449663887737,0.6703788522105628,0.9736880234154127,0.5,0.9437827275774386,0.855111412066531,0.37090852385398904,-0.9814090734512136,0.5211237227101274,0.10096175537896851,0.08059126273741823,0.0,0.0,0.21407461327408664
0.5934253538593998,0.25457280282615163,0.13081594947114922,0.8221137344429439,1.0,0.14815209795092654,0.3471755384892593,0.32603151785599505,0.6892309374878696,-1.214778353500683,0.15106995560008823,0.22127061991491695,0.0,0.0,-0.15610304541667466
0.7123130941024218,0.3474045715727575,0.37813038205003174,0.6419846863899391,0.25,0.961215531336504,0.5478362582956615,0.48798104531134073,0.48240598206208063,-0.34935992268352706,0.24746082528231717,0.21604034819802312,0.0,0.4429658716902329,0.4837618265402431
